"","bspline_1_1","bspline_2_1","bspline_3_1","bspline_4_1","bspline_5_1","bspline_6_1","bspline_7_1","bspline_8_1","bspline_9_1","bspline_1_2","bspline_2_2","bspline_3_2","bspline_4_2","bspline_5_2","bspline_6_2","bspline_7_2","bspline_8_2","bspline_9_2","bspline_1_3","bspline_2_3","bspline_3_3","bspline_4_3","bspline_5_3","bspline_6_3","bspline_7_3","bspline_8_3","bspline_9_3"
"A7362",0.000126642711790382,-0.000204001813051058,0.000288170680860203,-0.000309335616530485,0.000543539579830356,-0.000548398908298611,0.0014935253159083,-0.00082938284881457,0.000283824511736235,0.0154097063352492,0.0840581216089833,0.0206817707100192,0.0411785479770691,-0.02576404458463,0.0216271795986691,0.0111082940043962,-0.0106967754383099,0.00438704831904199,-0.054194167660368,-0.0652465037267101,-0.216685842640754,-0.0796765744172102,0.0463062173023612,-0.0299790193981118,0.0215188361190909,-0.0123671179172658,0.0044809305783349
"Acetone0",-0.103767717152899,0.243696428504648,-0.228607872009673,0.45952815124089,0.298283662700934,0.0379303268142035,0.193872491506862,-0.0359831218222183,0.0639831126331579,0.000814188710245463,0.000120706822821866,-0.00676890618059027,0.0293417766166466,0.0396911597089486,0.107608552269589,-0.0589175143758093,0.0556420367692804,-0.00651288311418872,-0.0158548049237448,0.0257658226102428,-0.03744030795809,0.043701629344802,-0.120702915922302,-0.0517367987070071,-0.0426854872836144,-0.120099243775571,0.0667071195019266
"Acide Acrylique0",-0.0138687685772601,0.0224506731130262,-0.0322218101702128,0.0362930814141448,-0.0842066590301545,0.00304658025165433,-0.0230749326718155,-0.0678262033944513,-0.113658520704671,-0.248477200402722,1.41512945025465,0.693435404743614,1.45926089549463,0.209030750099746,-0.0355677120255304,0.179674207571949,0.175865732013143,0.116643976358447,0,0,0,0,0,0,0,0,0
"Acide Acrylique2",0.0193533175258165,-0.0170341110571354,0.0081433786323984,-0.0014809858156872,0.000762414489150127,-0.000479339762804492,0.000341371178934041,-0.000195520957445921,7.07482017970411e-05,-0.122810865952466,0.653461765834404,0.870664127038936,0.19430336312059,0.574078856678868,-0.374874125782434,0.285411555361105,-0.293146474340203,-0.428772574634508,-0.00185806798234093,0.00299586581839876,-0.00424488615063359,0.00460037955846214,-0.00865214330355311,0.0158748516817135,-0.0268410968408662,0.0390143873030845,0.0354226574934639
"alphaEndosulfan0",-0.0257425563013252,0.0414168642701515,-0.0582721574467488,0.0617663959313807,-0.0983080574841181,-0.0306370024459046,0.00789639913307019,-0.0252333472529531,0.00900478537911578,0.145698403170786,-0.234691748998079,0.331498587775238,-0.3557922426771,0.62943289110968,0.6038991016601,0.150507927876575,0.19497616584852,0.0218709557566755,0.0007039317276179,-0.0011346233728687,0.00160598212422635,-0.00173482477514566,0.0031910430624298,-0.00536541798087805,0.00670090413655467,0.0150518303048528,-0.00803227569375721
"alphaEndosulfan1",0.0686174928866823,0.072993332237593,0.0758895581120262,-0.0301569162658304,0.226742385174877,0.0410824205039303,-0.0664998839417841,-0.105546945916468,0.0792419335484159,-0.000606560001052504,0.000969255134251257,-0.00133305575159992,0.00130929165054745,-0.000741680054730274,-0.0112567085627318,0.10350740387842,0.410117205651041,0.190144211392215,-0.00719583826674606,-0.341392613018939,-0.42366797817535,-0.0881110342230998,-0.301735309973314,0.227377301035342,-0.41223042345195,-0.00312799637170358,0.0344487385941218
"Anthracene0",0.0112833379596261,-0.00353871510961132,0.00421536488470503,0.0100615545426453,-0.00511142243396669,0.0295783816117832,0.0101583369491786,-0.0549513618592607,0.014148964222559,0.134055600739324,-0.207253742372592,0.571979230934484,0.0887287431277364,0.777954777862778,-0.15009330504287,0.110029044246977,-0.0619309754081768,0.0221774325007845,-0.00299447408882878,0.00482558496784036,-0.00682556919443018,0.00735716714781608,-0.0133070468525622,0.0136089327715016,0.221594073953368,0.705627216652655,0.638158517476263
"Anthracene1",0.0223243998554653,0.0443031921385042,0.00679114881621946,0.0534494791717487,0.0307927283116131,0.0738296191899078,0.0130599174739153,0.04454129242631,0.0353496469799028,-0.0709084712926858,0.215852480495064,0.227914812965684,0.296163577968335,0.0153916434692906,0.150689861255735,-0.00209155758252374,0.0954718050233411,0.0118507151899327,0.0261885113396241,-0.0712200979497135,0.196671908807721,-0.0513776343618478,0.0472193465171886,0.0547067056141701,-0.0579916132598409,0.179313668319591,0.0104056765444852
"Benzene0",-0.00321004167440695,0.00511402683573894,-0.00696094123472051,0.0065793350942025,0.000965622976407269,0.00929865152013232,0.0102252732996541,0.0192412214867911,0.0124475314518444,0.0546834443405144,-0.0925355479806521,0.145042676056095,-0.13320225021546,-0.208625908548048,-0.37703885119297,-0.143765832838321,-0.14659231367049,-0.0995766098319836,0.00782330075580936,-0.00396889358299532,-0.0349869720726007,0.0426747364957088,-0.158554274535198,0.0879812253509221,-0.0599329843846971,0.0336377250439778,-0.0120739766699432
"Benzo(a)pyrene0",0.00625630387907505,0.007999995969399,0.00517979467063169,0.00752255821704765,0.00721714565555606,-0.00505936430353768,0.00982977762289641,0.00726278819029444,0.00673492221581241,0.020752139592372,-0.0332268331815738,0.0460246330408919,-0.0465533382350631,0.08329456922202,0.138465593261298,-0.104795377487839,0.0817942594295442,0.0314510954303567,-0.0333524927095713,0.052600428398183,-0.0688727532341836,0.0530446703928927,0.633069865205757,-0.163775910344509,0.102830151160544,-0.0560036110708099,0.0198793686294055
